1.00
*     IK    IR          PSIn       B_ratio
      60    22     1.0211626     0.2876267    -0.2820810
      61    22     1.0212138     0.2737206    -0.2827626
      62    22     1.0212155     0.2573244    -0.2827856
      63    22     1.0212088     0.2384865    -0.2826970
      64    22     1.0211853     0.2187582    -0.2823840
      65    22     1.0212027     0.1911989    -0.2826156
      66    22     1.0212043     0.1673408    -0.2826365
      67    22     1.0212118     0.1373743    -0.2827371
      68    22     1.0212104     0.1061766    -0.2827173
      69    22     1.0212020     0.0744247    -0.2826062
      70    22     1.0211955     0.0529383    -0.2825192
      71    22     1.0211863     0.0463018    -0.2823971
      72    22     1.0211922     0.0452089    -0.2824748
      73    22     1.0212152     0.0467424    -0.2827820
      74    22     1.0212521     0.0506492    -0.2832736
      75    22     1.0212886     0.0560601    -0.2837608
      76    22     1.0212913     0.0620948    -0.2837962
      77    22     1.0212895     0.0681449    -0.2837723
      78    22     1.0212895     0.0738070    -0.2837727
      79    22     1.0212802     0.0788433    -0.2836479
      80    22     1.0212795     0.0831435    -0.2836389
      81    22     1.0212688     0.0866838    -0.2834969
      82    22     1.0212644     0.0894964    -0.2834374
      83    22     1.0212709     0.0916429    -0.2835246
      84    22     1.0212773     0.0932042    -0.2836099
      85    22     1.0212653     0.0942817    -0.2834497
      86    22     1.0212629     0.0949938    -0.2834182
      87    22     1.0212597     0.0954600    -0.2833753
      88    22     1.0212570     0.0957840    -0.2833388
      89    22     1.0212553     0.0960408    -0.2833168
      90    22     1.0212579     0.0962890    -0.2833515
       1    23     1.0250525     0.0754577    -0.3339297
       2    23     1.0250522     0.0753034    -0.3339263
       3    23     1.0250518     0.0751419    -0.3339202
       4    23     1.0250507     0.0749375    -0.3339058
       5    23     1.0250505     0.0746445    -0.3339035
       6    23     1.0250546     0.0741987    -0.3339584
       7    23     1.0250583     0.0735240    -0.3340071
       8    23     1.0250558     0.0725443    -0.3339738
       9    23     1.0250586     0.0711896    -0.3340112
      10    23     1.0250572     0.0693968    -0.3339928
      11    23     1.0250582     0.0671111    -0.3340064
      12    23     1.0250653     0.0642920    -0.3341003
      13    23     1.0250638     0.0609334    -0.3340812
      14    23     1.0250697     0.0570982    -0.3341594
      15    23     1.0250609     0.0529819    -0.3340424
      16    23     1.0250578     0.0489919    -0.3340008
      17    23     1.0250472     0.0457822    -0.3338589
      18    23     1.0250338     0.0440184    -0.3336813
      19    23     1.0250164     0.0439712    -0.3334495
      20    23     1.0249916     0.0455430    -0.3331190
      21    23     1.0249888     0.0502374    -0.3330804
      22    23     1.0249805     0.0648801    -0.3329710
      23    23     1.0250020     0.0877754    -0.3332572
      24    23     1.0250099     0.1113369    -0.3333624
      25    23     1.0250123     0.1337739    -0.3333936
      26    23     1.0250136     0.1543254    -0.3334114
      27    23     1.0250154     0.1724232    -0.3334352
      28    23     1.0250175     0.1871019    -0.3334635
      29    23     1.0250229     0.1970220    -0.3335360
      30    23     1.0250181     0.2049566    -0.3334718
      31    23     1.0250177     0.2059280    -0.3334662
      32    23     1.0250149     0.2042818    -0.3334295
      33    23     1.0250170     0.1981210    -0.3334570
      34    23     1.0250204     0.1876620    -0.3335019
      35    23     1.0250152     0.1734918    -0.3334330
      36    23     1.0250165     0.1555349    -0.3334507
      37    23     1.0250162     0.1378303    -0.3334466
      38    23     1.0250140     0.1183200    -0.3334169
      39    23     1.0250123     0.0986437    -0.3333947
      40    23     1.0250162     0.0798761    -0.3334462
      41    23     1.0250146     0.0655644    -0.3334246
      42    23     1.0250213     0.0678256    -0.3335146
      43    23     1.0250303     0.0889695    -0.3336344
      44    23     1.0250238     0.1172609    -0.3335479
      45    23     1.0250156     0.1462648    -0.3334377
      46    23     1.0250229     0.1720979    -0.3335354
      47    23     1.0250063     0.1961028    -0.3333145
      48    23     1.0250091     0.2181931    -0.3333522
      49    23     1.0250125     0.2429974    -0.3333968
      50    23     1.0249975     0.2631773    -0.3331967
      51    23     1.0249985     0.2828553    -0.3332107
      52    23     1.0250200     0.2993042    -0.3334974
      53    23     1.0249687     0.3083172    -0.3328127
      54    23     1.0249844     0.3140756    -0.3330222
      55    23     1.0249895     0.3180082    -0.3330903
      56    23     1.0249982     0.3175130    -0.3332058
      57    23     1.0249988     0.3132633    -0.3332141
      58    23     1.0249874     0.3044116    -0.3330626
      59    23     1.0250012     0.2969117    -0.3332465
      60    23     1.0249750     0.2877532    -0.3328969
      61    23     1.0250165     0.2736645    -0.3334505
      62    23     1.0250155     0.2571385    -0.3334374
      63    23     1.0250033     0.2385734    -0.3332742
      64    23     1.0249905     0.2188086    -0.3331030
      65    23     1.0250118     0.1911312    -0.3333882
      66    23     1.0250101     0.1672860    -0.3333651
      67    23     1.0250097     0.1375061    -0.3333595
      68    23     1.0250175     0.1068696    -0.3334642
      69    23     1.0250085     0.0765074    -0.3333434
      70    23     1.0249805     0.0570090    -0.3329705
      71    23     1.0249840     0.0509286    -0.3330173
      72    23     1.0249903     0.0491421    -0.3331017
      73    23     1.0250179     0.0492792    -0.3334689
      74    23     1.0250657     0.0513180    -0.3341062
      75    23     1.0251064     0.0549660    -0.3346483
      76    23     1.0251288     0.0596677    -0.3349465
      77    23     1.0251242     0.0648148    -0.3348864
      78    23     1.0251270     0.0698949    -0.3349234
      79    23     1.0251174     0.0745557    -0.3347951
      80    23     1.0251148     0.0786074    -0.3347607
      81    23     1.0251024     0.0819795    -0.3345947
      82    23     1.0251007     0.0846769    -0.3345722
      83    23     1.0251107     0.0867424    -0.3347054
      84    23     1.0251039     0.0882479    -0.3346153
      85    23     1.0250950     0.0892894    -0.3344969
      86    23     1.0250899     0.0899787    -0.3344290
      87    23     1.0250909     0.0904312    -0.3344415
      88    23     1.0250906     0.0907459    -0.3344379
      89    23     1.0250898     0.0909953    -0.3344273
      90    23     1.0250908     0.0912359    -0.3344400
       1    24     1.0289885     0.0732594    -0.3863940
       2    24     1.0289886     0.0731083    -0.3863949
       3    24     1.0289884     0.0729498    -0.3863922
       4    24     1.0289875     0.0727498    -0.3863809
       5    24     1.0289898     0.0724631    -0.3864109
       6    24     1.0289936     0.0720276    -0.3864615
       7    24     1.0289958     0.0713694    -0.3864912
       8    24     1.0289918     0.0704156    -0.3864384
       9    24     1.0289883     0.0691019    -0.3863907
      10    24     1.0289941     0.0673723    -0.3864689
      11    24     1.0289956     0.0651829    -0.3864889
      12    24     1.0289959     0.0625152    -0.3864922
      13    24     1.0289947     0.0594016    -0.3864761
      14    24     1.0290080     0.0559607    -0.3866542
      15    24     1.0289887     0.0524731    -0.3863968
      16    24     1.0289924     0.0494191    -0.3864464
      17    24     1.0289733     0.0473686    -0.3861912
      18    24     1.0289595     0.0466954    -0.3860069
      19    24     1.0289458     0.0473702    -0.3858242
      20    24     1.0289262     0.0492614    -0.3855634
      21    24     1.0289176     0.0534483    -0.3854491
      22    24     1.0289124     0.0664659    -0.3853793
      23    24     1.0289304     0.0883464    -0.3856192
      24    24     1.0289359     0.1113930    -0.3856928
      25    24     1.0289379     0.1335811    -0.3857189
      26    24     1.0289397     0.1539710    -0.3857434
      27    24     1.0289403     0.1719412    -0.3857519
      28    24     1.0289422     0.1866120    -0.3857772
      29    24     1.0289443     0.1965206    -0.3858042
      30    24     1.0289450     0.2043275    -0.3858136
      31    24     1.0289420     0.2053292    -0.3857738
      32    24     1.0289462     0.2037699    -0.3858296
      33    24     1.0289458     0.1975447    -0.3858246
      34    24     1.0289463     0.1870888    -0.3858310
      35    24     1.0289455     0.1729746    -0.3858203
      36    24     1.0289396     0.1549636    -0.3857416
      37    24     1.0289427     0.1372371    -0.3857828
      38    24     1.0289392     0.1175853    -0.3857362
      39    24     1.0289370     0.0977470    -0.3857079
      40    24     1.0289408     0.0785817    -0.3857577
      41    24     1.0289414     0.0636258    -0.3857663
      42    24     1.0289499     0.0658295    -0.3858796
      43    24     1.0289558     0.0878211    -0.3859575
      44    24     1.0289470     0.1166006    -0.3858401
      45    24     1.0289512     0.1456546    -0.3858970
      46    24     1.0289399     0.1716582    -0.3857459
      47    24     1.0289301     0.1956381    -0.3856158
      48    24     1.0289403     0.2177538    -0.3857514
      49    24     1.0289282     0.2425543    -0.3855903
      50    24     1.0289289     0.2627830    -0.3856000
      51    24     1.0289262     0.2826024    -0.3855640
      52    24     1.0289459     0.2992729    -0.3858259
      53    24     1.0289057     0.3080706    -0.3852899
      54    24     1.0289115     0.3136805    -0.3853678
      55    24     1.0289171     0.3182871    -0.3854416
      56    24     1.0289299     0.3172726    -0.3856128
      57    24     1.0289320     0.3134457    -0.3856406
      58    24     1.0289159     0.3039205    -0.3854267
      59    24     1.0289293     0.2966106    -0.3856042
      60    24     1.0289033     0.2877772    -0.3852578
      61    24     1.0289436     0.2735168    -0.3857951
      62    24     1.0289424     0.2568573    -0.3857799
      63    24     1.0289197     0.2385594    -0.3854767
      64    24     1.0289300     0.2187269    -0.3856137
      65    24     1.0289346     0.1910900    -0.3856760
      66    24     1.0289424     0.1671949    -0.3857792
      67    24     1.0289317     0.1377437    -0.3856374
      68    24     1.0289319     0.1077625    -0.3856391
      69    24     1.0289307     0.0787557    -0.3856236
      70    24     1.0288957     0.0611420    -0.3851568
      71    24     1.0289114     0.0556982    -0.3853659
      72    24     1.0289217     0.0534676    -0.3855030
      73    24     1.0289429     0.0525829    -0.3857859
      74    24     1.0289826     0.0530662    -0.3863151
      75    24     1.0290140     0.0549733    -0.3867342
      76    24     1.0290397     0.0581620    -0.3870770
      77    24     1.0290456     0.0622049    -0.3871548
      78    24     1.0290327     0.0665519    -0.3869832
      79    24     1.0290272     0.0707398    -0.3869104
      80    24     1.0290233     0.0744805    -0.3868583
      81    24     1.0290254     0.0776406    -0.3868851
      82    24     1.0290213     0.0801883    -0.3868310
      83    24     1.0290232     0.0821493    -0.3868561
      84    24     1.0290101     0.0835849    -0.3866816
      85    24     1.0290097     0.0845811    -0.3866768
      86    24     1.0290033     0.0852412    -0.3865910
      87    24     1.0290059     0.0856759    -0.3866264
